index,start,end,size,name,status,reachable,callers,callees,evidence
137,0x8fb44,0x90714,0xbd0,detector scratch content destructor,recovered,yes,1,0,"null no-op; releases and clears fixed owned pointers in +08,+18,+20,+00,+30,+38,+10,+50 order, then scans +0x70 16-byte pairs until the first all-null sentinel and releases first then second pointer without reading +0x870 count or imposing a 128-slot bound; recovered cross-ABI in C++"
138,0x9071c,0x91428,0xd0c,sub_9071c,unknown,no,0,8,not yet assigned semantic role
139,0x91428,0x917a8,0x380,AndroidKeyStore key-pair generation orchestrator,recovered,no,0,4,"cross-ABI XOR-once AndroidKeyStore provider lock, KeyStore.getInstance -> load(null) -> KeyPairGenerator.generateKeyPair order, per-helper status short-circuit, success output transfer and failure clearing of both caller outputs recovered in callback-driven C++"
140,0x917a8,0x91d2c,0x584,BigInteger unsigned big-endian byte materializer,recovered,no,1,3,"BigInteger.toByteArray -> GetByteArrayElements flow, zero-length status 28, one-byte zero sign-prefix removal, signed 32-bit length widening, calloc(length,1), status 2 allocation failure, memcpy(elements+skip), release-before-local-ref cleanup and dual-output failure clearing recovered cross-ABI in C++"
141,0x91d2c,0x9279c,0xa70,sub_91d2c,unknown,no,0,6,not yet assigned semantic role
142,0x9279c,0x927ac,0x10,context +0xe0 bit setter,recovered,yes,1,0,not an algorithm dispatcher
143,0x927ac,0x927bc,0x10,detector context flag-mask 0x0001000000000000,recovered,no,0,0,single context+0xe0 load/OR/store leaf recovered in the shared address-to-mask C++ table
144,0x927c4,0x92a20,0x25c,JNI GetStringUTFLength helper,recovered,yes,2,1,"null status 3, non-null JNI call despite preexisting status, signed jint widening, exception status 28 and final nonzero-status output clearing recovered by static ARM64 interpretation"
145,0x92a20,0x92b24,0x104,JNI exception describe-and-clear consumer,recovered,yes,75,0,"ExceptionOccurred vtable +0x78, conditional ExceptionDescribe +0x80 and ExceptionClear +0x88, exact boolean return recovered in direct C++"
146,0x92b24,0x92ddc,0x2b8,JNI GetStringUTFChars acquisition helper,recovered,yes,6,2,"0x927c4 length stage, vtable +0x548 acquisition, status 28 exception/null result and dual-output clearing implemented and regression-tested in C++"
147,0x92ddc,0x93014,0x238,JNI GetArrayLength helper,recovered,yes,3,1,"null-array status 3, vtable +0x558 call despite preexisting status, status 28 exception and 32-bit output clearing implemented and regression-tested in C++"
148,0x93014,0x93fd0,0xfbc,sub_93014,unknown,yes,1,2,not yet assigned semantic role
149,0x93fd0,0x94bc0,0xbf0,JNI BigInteger.toByteArray helper,recovered,no,1,2,"cross-ABI toByteArray()[B GetObjectClass/GetMethodID/CallObjectMethod flow, status 3/18/28, three exception consumes, class local-ref cleanup, returned byte-array transfer and incoming-status output clearing recovered in C++"
150,0x94bc0,0x95020,0x460,JNI byte-array native copy helper,recovered,yes,2,2,"length, calloc, GetByteArrayRegion and allocation-failure cleanup recovered"
151,0x95020,0x95110,0xf0,JNI ReleaseStringUTFChars guard wrapper,recovered,yes,4,0,"requires non-null Java string and UTF pointer, then calls JNI vtable +0x550; JNIEnv itself unguarded"
152,0x95110,0x9548c,0x37c,JNI GetByteArrayElements acquisition wrapper,recovered,yes,2,2,"GetArrayLength-first ordering, JNI vtable +0x5c0 with null isCopy, exception/null status 28, preexisting-status behavior and paired elements/length cleanup implemented and regression-tested in C++"
153,0x9548c,0x95680,0x1f4,JNI NewByteArray output helper,recovered,yes,1,1,"NewByteArray, status 31, null/preexisting-status output clearing recovered"
154,0x95680,0x95834,0x1b4,JNI SetByteArrayRegion helper,recovered,yes,1,1,null-array status 3 and pending-exception status 32 recovered
155,0x95834,0x95928,0xf4,JNI ReleaseByteArrayElements guard wrapper,recovered,yes,2,0,non-null array/elements gate and vtable +0x600 call with mode zero implemented and regression-tested in C++
156,0x95928,0x9629c,0x974,sub_95928,unknown,no,1,2,not yet assigned semantic role
157,0x9629c,0x96ea8,0xc0c,sub_9629c,unknown,yes,1,2,not yet assigned semantic role
158,0x96ea8,0x975f0,0x748,"JNI Cipher.init(int,Key) helper",recovered,yes,1,2,"caller-supplied cipher/key null gate, GetObjectClass -> GetMethodID(init,(ILjava/security/Key;)V) -> CallVoidMethod flow, fixed DECRYPT_MODE 2 at the sole caller, status 3/18/41, three exception consumes, signed jint forwarding, incoming-status preservation and cipher-class local-ref cleanup recovered cross-ABI in C++"
159,0x975f0,0x9816c,0xb7c,sub_975f0,unknown,yes,1,2,not yet assigned semantic role
160,0x9816c,0x9885c,0x6f0,JNI object-class assignability helper,recovered,no,1,1,"caller-supplied object/class-name null gate, GetObjectClass -> FindClass -> IsAssignableFrom JNI flow, status 3/18/28, three exception consumes, normalized jboolean output, object-class then target-class local-ref cleanup and incoming-status output clearing recovered cross-ABI in C++"
161,0x9885c,0x9954c,0xcf0,sub_9885c,unknown,no,0,2,not yet assigned semantic role
162,0x9954c,0x9aa5c,0x1510,"JNI Map.put(String,String) helper",recovered,yes,1,2,put name/signature and JNI vtable calls recovered
163,0x9aa5c,0x9b684,0xc28,JNI Map.remove(String) helper,recovered,yes,1,2,"status 3/18/34/28, call progression, class/key cleanup, returned-object leak and opaque-anchor DeleteLocalRef attempt modeled"
164,0x9b684,0x9c030,0x9ac,JNI Object.toString helper,recovered,yes,1,2,toString name/signature and JNI calls recovered
165,0x9c030,0x9c98c,0x95c,JNI String.getBytes helper,recovered,yes,1,2,no-argument getBytes and byte-array result recovered
166,0x9c98c,0x9d66c,0xce0,sub_9c98c,unknown,no,1,2,not yet assigned semantic role
167,0x9d66c,0x9e248,0xbdc,sub_9d66c,unknown,no,1,2,not yet assigned semantic role
168,0x9e248,0x9ec74,0xa2c,sub_9e248,unknown,no,1,2,not yet assigned semantic role
169,0x9ec74,0x9fe2c,0x11b8,sub_9ec74,unknown,no,1,2,not yet assigned semantic role
170,0x9fe2c,0xa0640,0x814,sub_9fe2c,unknown,no,1,2,not yet assigned semantic role
171,0xa0640,0xa1230,0xbf0,JNI KeyPairGenerator.generateKeyPair helper,recovered,no,1,2,"cross-ABI generateKeyPair()Ljava/security/KeyPair; GetObjectClass/GetMethodID/CallObjectMethod flow, status 3/18/28, three exception consumes, class local-ref cleanup, returned-reference transfer and incoming-status output clearing recovered in C++"
172,0xa1230,0xa2a00,0x17d0,sub_a1230,unknown,no,1,2,not yet assigned semantic role
173,0xa2a00,0xa3398,0x998,sub_a2a00,unknown,no,1,2,not yet assigned semantic role
174,0xa3398,0xa4450,0x10b8,sub_a3398,unknown,no,0,2,not yet assigned semantic role
175,0xa4450,0xa5308,0xeb8,JNI KeyStore.getInstance helper,recovered,yes,3,2,java/security/KeyStore static getInstance(String) recovered
176,0xa5308,0xa5b68,0x860,JNI KeyStore.load helper,recovered,yes,3,2,load(KeyStore.LoadStoreParameter) with null argument recovered
177,0xa5b68,0xa6c9c,0x1134,sub_a5b68,unknown,yes,1,2,not yet assigned semantic role
178,0xa6c9c,0xa7de0,0x1144,JNI KeyStore.getKey helper,recovered,yes,1,2,"getKey(String,char[]) and output-reference transfer recovered"
179,0xa7de0,0xa8978,0xb98,sub_a7de0,unknown,yes,1,2,not yet assigned semantic role
180,0xa8978,0xa948c,0xb14,JNI size-method reader,recovered,yes,1,2,"null object status 3; GetObjectClass/GetMethodID(size,()I)/CallIntMethod with three exception-consumer stages; class/method status 18, call exception status 28, class local-ref cleanup, incoming-status preservation and final output clearing recovered cross-ABI in C++"
181,0xa948c,0xa9d44,0x8b8,JNI indexed object-method reader,recovered,yes,1,2,"null object status 3; GetObjectClass/GetMethodID(get,(I)Ljava/lang/Object;)/CallObjectMethod(index) with three exception-consumer stages; class/method status 18, call exception or null result status 28, class local-ref cleanup, returned local-ref transfer, incoming-status preservation and final output clearing recovered cross-ABI in C++"
182,0xa9d44,0xab130,0x13ec,JNI Mac.getInstance helper,recovered,yes,1,2,javax/crypto/Mac getInstance(String) recovered
183,0xab130,0xab870,0x740,JNI Mac.init helper,recovered,yes,1,2,init(java.security.Key) recovered
184,0xab870,0xac1d8,0x968,JNI Mac.update helper,recovered,yes,1,2,update(byte[]) recovered
185,0xac1d8,0xacd90,0xbb8,JNI Mac.doFinal helper,recovered,yes,1,2,doFinal() byte-array result recovered
186,0xacd90,0xadbf4,0xe64,JNI Map.containsKey helper,recovered,yes,1,2,containsKey name/signature and CallBooleanMethod recovered
187,0xadbf4,0xaebf8,0x1004,JNI Map.get helper,recovered,yes,2,2,get name/signature and CallObjectMethod recovered
188,0xaebf8,0xaf438,0x840,JNI Map string owned-copy helper,recovered,yes,3,2,"Map.get, modified-UTF acquisition, length+1 malloc copy, statuses 2/3, UTF release and local-ref cleanup modeled in C++"
189,0xaf438,0xb081c,0x13e4,JNI MessageDigest.getInstance(String) helper,recovered,yes,1,2,"caller-supplied algorithm string, fixed java/security/MessageDigest getInstance(Ljava/lang/String;)Ljava/security/MessageDigest; contract, FindClass -> GetStaticMethodID -> NewStringUTF -> CallStaticObjectMethod flow, status 3/18/27/28, four exception consumes, class-then-algorithm-String local-ref cleanup, returned MessageDigest transfer and incoming-status output clearing recovered cross-ABI in C++ with original-SO dynamic ordering"
190,0xb081c,0xb0f38,0x71c,JNI update(byte[]) void-method helper,recovered,yes,1,2,"caller-supplied object/byte-array null gate, GetObjectClass -> GetMethodID(update,([B)V) -> CallVoidMethod flow, status 3/18/28, three exception consumes, exact byte-array forwarding, incoming-status preservation and object-class local-ref cleanup recovered cross-ABI in C++"
191,0xb0f38,0xb1e40,0xf08,JNI MessageDigest.digest overload helper,recovered,yes,1,2,"caller-supplied MessageDigest and optional byte-array select digest()()[B or digest([B)[B, with GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18/28, three exception consumes, exact optional byte-array forwarding, class local-ref cleanup, returned digest byte-array transfer and incoming-status output clearing recovered cross-ABI in C++"
192,0xb1e40,0xb21b4,0x374,JNI java/lang/Exception ThrowNew helper,recovered,no,0,2,"ARM64/x86_64 XOR-once class-name initialization, FindClass plus one exception-consumer call, status 18 on null/exception, success-only ThrowNew(message), ignored ThrowNew return and non-null DeleteLocalRef cleanup recovered in direct C++"
193,0xb21b4,0xb2978,0x7c4,JNI int-field reader,recovered,yes,1,2,"null object/name status 3; GetObjectClass/GetFieldID(name,""I"")/GetIntField with three exception-consumer stages; class/field status 18, int-field exception status 28, conditional class local-ref cleanup, incoming-status preservation and final output clearing recovered cross-ABI in C++"
194,0xb2978,0xb3230,0x8b8,JNI caller-selected String-field reader,recovered,yes,1,2,"null object/name status 3; GetObjectClass/GetFieldID(name,""Ljava/lang/String;"")/GetObjectField with three exception-consumer stages; class/field status 18, object-field exception or null result status 28, class local-ref cleanup, returned String transfer, incoming-status preservation and final output clearing recovered cross-ABI in C++"
195,0xb3230,0xb3bf4,0x9c4,JNI Context.getPackageName String reader,recovered,yes,2,2,"caller-supplied Context null gate, fixed getPackageName()Ljava/lang/String; contract, GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18/28, three exception consumes, class local-ref cleanup, returned String transfer and incoming-status output clearing recovered cross-ABI in C++"
196,0xb3bf4,0xb479c,0xba8,JNI Context.getPackageManager object reader,recovered,yes,2,2,"caller-supplied Context null gate, fixed getPackageManager()Landroid/content/pm/PackageManager; contract, GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18, three exception consumes, null-result failure, class local-ref cleanup, returned PackageManager transfer and incoming-status output clearing recovered cross-ABI in C++"
197,0xb479c,0xb5828,0x108c,sub_b479c,unknown,yes,1,2,not yet assigned semantic role
198,0xb5828,0xb70e4,0x18bc,JNI Context.getSystemService getter,recovered,yes,1,2,"null context/field-name status 3; FindClass(android/content/Context), GetMethodID(getSystemService), caller-selected static String GetStaticFieldID/GetStaticObjectField and CallObjectMethod recovered in exact five-exception-stage order; acquisition status 18, object/call status 28, service String before class local-ref cleanup and incoming-status output clearing modeled in C++"
199,0xb70e4,0xb7d68,0xc84,sub_b70e4,unknown,no,0,2,not yet assigned semantic role
200,0xb7d68,0xb8830,0xac8,sub_b7d68,unknown,no,0,2,not yet assigned semantic role
201,0xb8830,0xb9424,0xbf4,JNI PackageInfo.signatures object-field reader,recovered,yes,1,2,"legacy caller-supplied PackageInfo object, fixed signatures [Landroid/content/pm/Signature; field contract, GetObjectClass -> GetFieldID -> GetObjectField flow, status 3/18/28, three exception consumes, null-result failure, class local-ref cleanup, returned Signature[] transfer and incoming-status output clearing recovered cross-ABI in C++"
202,0xb9424,0xb9cc8,0x8a4,JNI PackageInfo.signingInfo object-field reader,recovered,yes,1,2,"caller-supplied PackageInfo object, fixed signingInfo Landroid/content/pm/SigningInfo; field contract, GetObjectClass -> GetFieldID -> GetObjectField flow, status 3/18/28, three exception consumes, class local-ref cleanup, returned SigningInfo transfer and incoming-status output clearing recovered cross-ABI in C++"
203,0xb9cc8,0xba914,0xc4c,sub_b9cc8,unknown,yes,1,2,not yet assigned semantic role
204,0xba914,0xbb5a0,0xc8c,JNI PackageManager.getPackageInfo object reader,recovered,yes,1,2,"caller-supplied PackageManager/package-name/flags, fixed getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo; contract, legacy 0x40 and API-28 0x08000000 caller flags, GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18/35, three exception consumes, null-result failure, class local-ref cleanup, returned PackageInfo transfer and incoming-status output clearing recovered cross-ABI in C++"
205,0xbb5a0,0xbc3ac,0xe0c,JNI Resources.getSystem getter,recovered,yes,1,2,"FindClass(android/content/res/Resources), GetStaticMethodID(getSystem,()Landroid/content/res/Resources;) and CallStaticObjectMethod recovered with three exception stages, class/method status 18, call exception or null result status 28, class local-ref cleanup and incoming-status output clearing"
206,0xbc3ac,0xbce98,0xaec,sub_bc3ac,unknown,no,1,2,not yet assigned semantic role
207,0xbce98,0xbd6a8,0x810,JNI DisplayMetrics getter,recovered,yes,1,2,"null Resources object status 3; GetObjectClass/GetMethodID(getDisplayMetrics,()Landroid/util/DisplayMetrics;)/CallObjectMethod with three exception-consumer stages; class/method status 18, call exception or null result status 28, class local-ref cleanup, returned DisplayMetrics transfer, incoming-status preservation and final output clearing recovered cross-ABI in C++"
208,0xbd6a8,0xbea74,0x13cc,sub_bd6a8,unknown,yes,1,2,not yet assigned semantic role
209,0xbea74,0xbf5fc,0xb88,JNI Sensor.getName getter,recovered,yes,1,2,"null Sensor status 3; GetObjectClass/GetMethodID(getName,()Ljava/lang/String;)/CallObjectMethod, statuses 18/28, class local-ref cleanup, returned String transfer and incoming-status output clearing recovered cross-ABI in shared C++ regression"
210,0xbf5fc,0xc0180,0xb84,JNI Sensor.getVendor getter,recovered,yes,1,2,"null Sensor status 3; GetObjectClass/GetMethodID(getVendor,()Ljava/lang/String;)/CallObjectMethod, statuses 18/28, class local-ref cleanup, returned String transfer and incoming-status output clearing recovered cross-ABI in shared C++ regression"
211,0xc0180,0xc0d84,0xc04,JNI SensorManager.getSensorList getter,recovered,yes,1,2,"null manager status 3; GetObjectClass/GetMethodID(getSensorList,(I)Ljava/util/List;)/CallObjectMethod(type) with three exception stages; class/method/call/null-result status 18, class local-ref cleanup, returned List transfer and incoming-status output clearing recovered cross-ABI in C++"
212,0xc0d84,0xc2248,0x14c4,sub_c0d84,unknown,yes,1,2,not yet assigned semantic role
213,0xc2248,0xc2b78,0x930,JNI Signature.toByteArray byte-array reader,recovered,yes,1,2,"fixed toByteArray()[B contract shared with the separately emitted 0x93fd0 helper; null Signature status 3, class/method status 18, call exception or null result status 28, three exception consumes, class local-ref cleanup, returned byte[] transfer and incoming-status output clearing recovered cross-ABI in C++"
214,0xc2b78,0xc375c,0xbe4,JNI SigningInfo.getApkContentsSigners reader,recovered,yes,1,2,"caller-supplied SigningInfo null gate, fixed getApkContentsSigners()[Landroid/content/pm/Signature; contract, GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18/28, three exception consumes, null-result failure, class local-ref cleanup, returned Signature[] transfer and incoming-status output clearing recovered cross-ABI in C++"
215,0xc375c,0xc4064,0x908,JNI SigningInfo.getSigningCertificateHistory reader,recovered,yes,1,2,"caller-supplied SigningInfo null gate, fixed getSigningCertificateHistory()[Landroid/content/pm/Signature; contract, GetObjectClass -> GetMethodID -> CallObjectMethod flow, status 3/18/28, three exception consumes, class local-ref cleanup, returned Signature[] transfer and incoming-status output clearing recovered cross-ABI in C++"
216,0xc4064,0xc4ae4,0xa80,JNI SigningInfo.hasMultipleSigners boolean reader,recovered,yes,1,2,"caller-supplied SigningInfo null gate, fixed hasMultipleSigners()Z contract, GetObjectClass -> GetMethodID -> CallBooleanMethod flow, false as a valid result, status 3/18/28, three exception consumes, raw jboolean byte publication, class local-ref cleanup and incoming-status output clearing recovered cross-ABI in C++"
217,0xc4ae4,0xc55a8,0xac4,sub_c4ae4,unknown,no,0,2,not yet assigned semantic role
218,0xc55a8,0xc8c44,0x369c,sub_c55a8,unknown,yes,1,5,not yet assigned semantic role
219,0xc8c44,0xc8eb8,0x274,owned pointer-array destructor,recovered,yes,2,0,"null-array no-op, ascending count-bounded non-null element free and slot clear, then unconditional array-allocation free implemented and regression-tested in C++"
220,0xc8ec0,0xc9250,0x390,Java HMAC key-route dispatcher,recovered,yes,1,2,"API <18, 18..22 and >=23 routes recovered"
221,0xc9250,0xc9988,0x738,AndroidKeyStore key2 resolver,recovered,yes,1,4,"getInstance/load/getKey call failures, null-key success and KeyStore local-ref cleanup recovered"
222,0xc9988,0xca648,0xcc0,legacy wrapped HMAC-key resolver,recovered,yes,1,6,"five-helper order, preexisting-status first call, null forwarding, Base64 status 26 normalization, RSA boolean gate, success-only output publication and raw/decoded/preferences/string cleanup order recovered by full ARM64 interpretation"
223,0xca648,0xcac40,0x5f8,Java Mac HmacSHA256 producer,recovered,yes,1,6,getInstance/init/update/doFinal sequence recovered
224,0xcac40,0xcba84,0xe44,sub_cac40,unknown,yes,1,8,not yet assigned semantic role
225,0xcba8c,0xcba90,0x4,nOnResume export jump,recovered,yes,0,1,single unconditional tail branch to 0xd4908 represented by runRecoveredNOnResumeExport
226,0xcba90,0xcbbd4,0x144,native context init stage 1,recovered,yes,1,4,"four-call orchestration, false-only fallback and status reset recovered in C++"
227,0xcbbd4,0xcbe94,0x2c0,native context init stage 2,recovered,yes,1,16,"fail-open HMAC branch, two owned-pointer stages, three cleanup paths and finalizer order recovered in C++"
228,0xcbe94,0xcbe98,0x4,environment dispatcher tail alias,recovered,no,0,1,four-byte tail branch to 0x143e8 represented by a source-level C++ entry
229,0xcbe98,0xcc47c,0x5e4,native signing context orchestrator,recovered,yes,1,10,"loaded-value gate, realtime failure, certificate fail-open reset, fixed stage order, owned cleanup and result return implemented in C++"
230,0xcc47c,0xcc604,0x188,CLOCK_REALTIME signing-context sampler,recovered,yes,2,0,"ARM64/x86_64 millisecond conversion, null-status behavior and failure status 14 implemented in C++"
231,0xcc604,0xcd934,0x1330,nSign JNI orchestrator,recovered,yes,0,6,"full ARM64 interpreter and callback-driven C++ recover exact environment=sandbox auxiliary flag, conditional begin/end logging, independent clock-status merges, descriptor values and saved-result return"
232,0xcd93c,0xcfd00,0x23c4,sub_cd93c,unknown,yes,1,0,not yet assigned semantic role
233,0xcfd00,0xd1a30,0x1d30,sub_cfd00,unknown,yes,1,2,not yet assigned semantic role
234,0xd1a38,0xd1bf4,0x1bc,slice-to-owned-NUL-string materializer,recovered,yes,1,0,"consumes one {uint32 offset,length} descriptor, requests uint64(length)+1, copies source+8 data, appends NUL, publishes output, and preserves cursor advancement with output null/status 2 on allocation failure; recovered cross-ABI in direct C++"
235,0xd1bf4,0xd2018,0x424,indexed string-table owned clone,recovered,yes,1,0,"consumes a uint32 index, maps UINT32_MAX to static empty string or resolves source+8 data through the uint32 offset table at source+0x24, performs native unbounded NUL scan, clones to output+8, and preserves cursor advancement with output null/status 2 on allocation failure; recovered cross-ABI in C++"
236,0xd2018,0xd22d4,0x2bc,two-stage owned string-pair materializer,recovered,yes,1,2,"always runs 0xd1a38, runs 0xd1bf4 only while status is zero, retains both strings on success, and on any nonzero status frees/clears first then second; preexisting status still permits stage-one allocation before ordered rollback; recovered cross-ABI in direct C++"
237,0xd22d4,0xd28d0,0x5fc,recursive 0x30-byte metadata-node content destructor,recovered,yes,2,0,"null no-op; ascending depth-first destruction of +0x18/count+0x10 then +0x28/count+0x20 contiguous 0x30-byte child arrays, array release/pointer/count clearing, then +0x00/+0x08 owned-string release recovered cross-ABI in recursive C++"
238,0xd28d0,0xd313c,0x86c,recursive metadata-node parser,recovered,yes,1,2,"consumes a 0x1c descriptor, redirects through source-relative own/child offsets, builds recursive +0x18 and pair-only +0x28 calloc(count,0x30) arrays, publishes counts only after child success, and uses d22d4 rollback with status 2 on allocation failure; recovered cross-ABI in recursive C++"
239,0xd313c,0xd352c,0x3f0,dot-separated metadata area-name resolver,recovered,yes,1,0,"descends +0x18 recursive children by first strncmp(segmentLength) match, resolves the final segment by exact strcmp over +0x28 pair-only leaves, and returns the leaf second string or null; recovered cross-ABI in direct C++"
240,0xd352c,0xd3d90,0x864,property-info mapped source creator,recovered,yes,1,2,"calloc(1,0x30), decoded /dev/__properties__/property_info access/openat/fstat, >=24-byte gate, read-only private mmap and first-24-byte header copy recovered cross-ABI with statuses 2/8/10/12; native dereferences mmap result without MAP_FAILED check"
241,0xd3d90,0xd3ff0,0x260,mapped-file owner destructor,recovered,yes,2,0,"null owner no-op, nullptr/MAP_FAILED unmap suppression, valid mapping munmap, nonnegative fd syscall-close, ignored cleanup results and final owner free order implemented and regression-tested in C++"
242,0xd3ff0,0xd4220,0x230,system-property metadata initializer,recovered,yes,1,3,"source creation, preexisting-status gate, calloc(1,0x30), source+0x08 plus uint32 +0x2c cursor, population failure free and unconditional source destruction implemented and regression-tested in C++"
243,0xd4220,0xd4244,0x24,recursive metadata-node owner destructor,recovered,no,0,1,"preserves the outer 0x30-byte node pointer, invokes 0xd22d4 content destruction and tail-calls free on the same pointer; null still reaches free(nullptr), recovered cross-ABI in C++"
244,0xd4244,0xd43e8,0x1a4,guarded system-property reader,recovered,yes,1,2,"metadata area-name resolution, /dev/__properties__/%s path, R_OK gate, direct fallback and denied-output clearing implemented and regression-tested in C++"
245,0xd43e8,0xd466c,0x284,property-area path snprintf adapter,recovered,yes,1,1,fixed /dev/__properties__/%s format and native 199-byte vsnprintf bound implemented in C++
246,0xd466c,0xd4678,0xc,process-global Android API setter,recovered,yes,1,0,single 32-bit global store represented by runRecoveredAndroidApiSetterD466c and regression-tested
247,0xd4678,0xd4900,0x288,Android API system-property compatibility dispatcher,recovered,yes,3,2,"API >27 lazy metadata cache, success-only guarded first use, direct fallback, non-null failed-object publication and steady-state routing implemented and regression-tested in C++"
248,0xd4908,0xd4e0c,0x504,one-shot periodic timer installer,recovered,yes,2,1,"synchronous callback, CLOCK_MONOTONIC SIGEV_THREAD 1-second timer, global installed byte and silent create/arm failures modeled in C++"
249,0xd4e0c,0xd6888,0x1a7c,periodic TracerPid anti-debug callback,recovered,yes,1,2,"cross-ABI /proc/<pid>/status path, TracerPid marker, access/openat/read/close failures, case-insensitive search, native atoi and sticky verdict modeled in C++"
250,0xd6888,0xd6994,0x10c,TracerPid correction/context consumer,recovered,yes,1,1,sticky verdict emits correction 0x26 and flag bit zero; both paths set context flag bit 38 in C++
251,0xd6994,0xd6a24,0x90,vsnprintf varargs adapter A,recovered,yes,1,0,ARM64 GP/FP varargs save and va_list forwarding have the same source-level semantics as recoveredBoundedSnprintf
252,0xd6a2c,0xd6cb8,0x28c,readable-file syscall reader,recovered,yes,2,0,"null/access/open gates, openat/read/close syscall arguments, exact -1 failure tests, output[readResult-1] termination including zero-read underflow risk, close ordering and ignored close result implemented and regression-tested in C++"
253,0xd6cb8,0xd6ed8,0x220,package suffix after last-dot helper,recovered,yes,1,0,"NUL scan, last-dot tracking, leading/absent-dot empty result and pointer-after-dot return recovered in C++"
254,0xd6ed8,0xd7890,0x9b8,128-byte newline-stripping getline-compatible helper,recovered,yes,2,0,"null-buffer calloc(128,1), full incoming-capacity clear, repeated fgets/strlen chunks, newline removal, append/NUL behavior, exact 128-byte growth including exact-multiple extra block, initial/partial EOF returns and direct realloc-failure pointer loss recovered cross-ABI in callback-driven C++"
255,0xd7890,0xd78b0,0x20,path existence helper,recovered,yes,1,0,"access(path, F_OK) success converted to exact boolean in C++"
256,0xd78b8,0xdb410,0x3b58,proc maps Frida scanner,recovered,yes,1,2,"access R_OK and fopen status 8, getline loop, exact case-sensitive frida-agent substring, early match return and free-before-close ownership recovered by full ARM64 interpretation and C++ callbacks"
257,0xdb410,0xdd144,0x1d34,sub_db410,unknown,yes,1,2,not yet assigned semantic role
258,0xdd144,0xdd1d4,0x90,vsnprintf varargs adapter B,recovered,yes,1,0,"second ARM64 GP/FP varargs adapter forwarding directly to vsnprintf, represented by recoveredBoundedSnprintf"
259,0xdd1d4,0xf18ec,0x14718,sub_dd1d4,unknown,no,0,2,not yet assigned semantic role
260,0xf18f4,0xf1ec0,0x5cc,ART/linker stat helper,recovered,yes,1,0,correction 0x2f
261,0xf1ec8,0x11ba78,0x29bb0,protected crypto/work engine,recovered,yes,1,15,"all 42,732 ARM64 instructions and 17 direct helper targets represented by the text-only VM; corrected 16-byte context-flags descriptor naturally resolves the 0x3e branch and reproduces the 176-byte Pixel result without PC skips, lane patches or output hardcoding"
262,0x11ba78,0x11d40c,0x1994,JNI Map selected-value walker,recovered,yes,1,4,"one 1363-byte table allocation, exact 100-key order, 97 normal containsKey routes, reserved-value bypass, Map.get null-value callback, callback/DeleteLocalRef timing, preexisting/allocation/helper/callback failure states and retained-reference edges recovered by static ARM64 interpretation"
263,0x11d40c,0x11d528,0x11c,Map value counting sink,recovered,no,0,1,first pass length accumulation
264,0x11d528,0x11d798,0x270,Map value bounded-copy sink,recovered,no,0,2,capacity/offset/data layout recovered
265,0x11d798,0x11da64,0x2cc,Map plaintext materializer,recovered,yes,1,1,"counting walker 0x11d40c, calloc(length+1,1), allocation status 2, copying walker 0x11d528, deferred pointer/length publication, explicit NUL and retained allocation on second-walker failure recovered"
266,0x11da64,0x11ea78,0x1014,final consumer,recovered,yes,1,10,"time/srand, nine descriptor inputs, Map materialization, protected engine/export/result flow, status 4/2 normalization, metadata rollback, exact descriptor/work/buffer cleanup order and final status boolean recovered by full ARM64 interpretation and callback-driven C++"
267,0x11ea78,0x11f238,0x7c0,SHA-1 80-round compression,recovered,yes,2,0,"big-endian 16-word load, 80-word schedule, four SHA-1 round families/constants and five-state accumulation represented by the recovered SHA-1 implementation"
268,0x11f238,0x11f264,0x2c,SHA-1 context initializer,recovered,yes,1,0,standard SHA-1 initial words and zero counters represented by the recovered SHA-1 implementation used by the exact candidate digest comparator
269,0x11f264,0x11f414,0x1b0,SHA-1 streaming update,recovered,yes,1,1,"block buffering, length accounting and SHA-1 compression behavior represented by the recovered SHA-1 implementation"
270,0x11f414,0x11f89c,0x488,SHA-1 finalizer,recovered,yes,1,1,"SHA-1 padding, big-endian digest export and final compression represented by the recovered SHA-1 implementation"
271,0x11f89c,0x11f990,0xf4,checked fread wrapper,recovered,yes,19,0,"fread argument order, short-item status 2 and unsigned itemsRead>=requestedCount return implemented and regression-tested in C++"
272,0x11f990,0x11fa74,0xe4,checked fseek wrapper,recovered,yes,3,0,nonzero fseek status 2 and exact zero-success boolean implemented and regression-tested in C++
273,0x11fa74,0x11fb60,0xec,checked ftell wrapper,recovered,yes,2,0,"nonnegative output publication, negative status 2 and sign-bit boolean implemented and regression-tested in C++"
274,0x11fb60,0x11fccc,0x16c,24-byte owned file-list destructor,recovered,yes,2,0,"next-field traversal, payload-before-node free order and owner {null,&head} reset implemented and regression-tested in C++"
275,0x11fccc,0x11fe4c,0x180,24-byte file-list node append,recovered,yes,1,0,"zeroed node allocation, status 1 failure, tail-slot publication and node+0x10 tail advance implemented and regression-tested in C++"
